file,comment,clean_comment
/content/pandas/pandas/core/arrays/datetimelike.py,"# For datetime64 dtypes by convention we treat NaT as a datetime, so",for datetime dtypes by convention we treat nat as a datetime so
/content/pandas/pandas/core/generic.py,"# series/series compat, other must always be a Series",seriesseries compat other must always be a series
/content/pandas/pandas/tests/test_algos.py,# the way could jeopardize this behavior,the way could jeopardize this behavior
/content/pandas/pandas/core/series.py,"# If key is contained, would have returned by now",if key is contained would have returned by now
/content/pandas/pandas/io/pytables.py,# for mypy,for mypy
/content/pandas/pandas/tests/config/test_config.py,# Ensure creating contexts didn't affect the current context.,ensure creating contexts didnt affect the current context
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# an infinite re-parsing loop in the WHITESPACE_LINE state.,an infinite reparsing loop in the whitespaceline state
/content/pandas/pandas/tests/extension/base/reduce.py,# TODO: the message being checked here isn't actually checking anything,todo the message being checked here isnt actually checking anything
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,"# GH6186, the presence or absence of `index` incorrectly",gh the presence or absence of index incorrectly
/content/pandas/pandas/tests/frame/methods/test_astype.py,# mixed casting,mixed casting
/content/pandas/pandas/io/parsers/python_parser.py,"# if we have grabbed an extra line, but it's not in our",if we have grabbed an extra line but its not in our
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"# create array of given dtype; casts ""1"" to correct dtype",create array of given dtype casts  to correct dtype
/content/pandas/pandas/io/json/_json.py,# Convert PeriodIndex to datetimes before serializing,convert periodindex to datetimes before serializing
/content/flask/src/flask/json/__init__.py,# pragma: no cover,pragma no cover
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# previously caused buffer overflows in tokenizer.c due to,previously caused buffer overflows in tokenizerc due to
/content/pandas/pandas/core/internals/construction.py,# Handle copy semantics: already copy 1d-only EA. Other arrays will,handle copy semantics already copy donly ea other arrays will
/content/pandas/pandas/tests/config/test_config.py,# the pandas object exposes the user API,the pandas object exposes the user api
/content/pandas/pandas/io/common.py,# TarFile needs a non-empty string,tarfile needs a nonempty string
/content/pandas/pandas/tests/window/test_expanding.py,# Not necessarily exactly 0.6,not necessarily exactly
/content/pandas/pandas/io/common.py,# is_file_like requires (read | write) & __iter__ but __iter__ is only,isfilelike requires read  write  iter but iter is only
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,"# corner case, Index with non-int64 dtype",corner case index with nonint dtype
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# Series.to_csv(),seriestocsv
/content/pandas/pandas/tests/io/pytables/test_retain_attributes.py,"# GH 3499, losing frequency info on index recreation",gh  losing frequency info on index recreation
/content/pandas/pandas/tests/io/parser/test_python_parser_only.py,# see gh-15925 (comment),see gh comment
/content/pandas/pandas/io/pytables.py,# we don't want to store a table node at all if our object is 0-len,we dont want to store a table node at all if our object is len
/content/pandas/pandas/tests/indexing/test_chaining_and_caching.py,# from SO:,from so
/content/pandas/pandas/core/dtypes/dtypes.py,# noqa: TC004,noqa tc
/content/pandas/pandas/tests/frame/methods/test_convert_dtypes.py,# Just check that it works for DataFrame here,just check that it works for dataframe here
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# Check that columns get converted,check that columns get converted
/content/pandas/pandas/tests/indexes/categorical/test_category.py,# dtype (128 categories required for .codes dtype to be int16 etc.),dtype  categories required for codes dtype to be int etc
/content/pandas/pandas/io/common.py,# Override compression based on Content-Encoding header,override compression based on contentencoding header
/content/pandas/pandas/tests/dtypes/test_missing.py,# see gh-13717: no segfaults!,see gh no segfaults
/content/pandas/pandas/core/dtypes/dtypes.py,#  - other CategoricalDtype with categories=None,other categoricaldtype with categoriesnone
/content/pandas/pandas/io/pytables.py,# for mypy,for mypy
/content/pandas/pandas/tests/window/test_timeseries_window.py,# not a valid column,not a valid column
/content/pandas/pandas/core/dtypes/dtypes.py,"# assumes if any individual category is a tuple, then all our. ATM",assumes if any individual category is a tuple then all our atm
/content/pandas/pandas/tests/test_algos.py,# datetime64[ns]/M8[ns]/timedelta64[ns]/m8[ns] tested elsewhere,datetimensmnstimedeltansmns tested elsewhere
/content/pandas/pandas/tests/groupby/methods/test_nth.py,"# out of bounds, regression from 0.13.1",out of bounds regression from
/content/pandas/pandas/tests/indexes/test_common.py,# or Intervals searches in IntervalIndex,or intervals searches in intervalindex
/content/pandas/pandas/io/parsers/python_parser.py,# beginning of it.,beginning of it
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating ser triggers a copy-on-write for the column / block,mutating ser triggers a copyonwrite for the column  block
/content/pandas/pandas/tests/reshape/merge/test_join.py,# merge column not p resent,merge column not p resent
/content/pandas/pandas/io/parsers/python_parser.py,# backtracking on cells with many comma-separated digit groups,backtracking on cells with many commaseparated digit groups
/content/requests/tests/test_lowlevel.py,# stores the second request to the server,stores the second request to the server
/content/pandas/pandas/tests/indexes/categorical/test_category.py,# test when data is neither monotonic increasing nor decreasing,test when data is neither monotonic increasing nor decreasing
/content/pandas/pandas/tests/io/parser/test_python_parser_only.py,# see gh-17333,see gh
/content/pandas/pandas/core/interchange/from_dataframe.py,# type: ignore[union-attr],type ignoreunionattr
/content/pandas/pandas/core/dtypes/dtypes.py,# we are called as an empty constructor,we are called as an empty constructor
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,# intersect with Index with dtype int64,intersect with index with dtype int
/content/pandas/pandas/tests/frame/test_query_eval.py,# no local variable c,no local variable c
/content/pandas/pandas/tests/extension/base/reduce.py,"#  does not hold, please let us know at github.com/pandas-dev/pandas/issues.",does not hold please let us know at githubcompandasdevpandasissues
/content/pandas/pandas/tests/test_algos.py,"# nan is special, because from "" a is b"" doesn't follow ""a == b""",nan is special because from  a is b doesnt follow a  b
/content/pandas/pandas/__init__.py,# pickle,pickle
/content/pandas/pandas/core/indexers/utils.py,# empty list is converted to float array by pd.array,empty list is converted to float array by pdarray
/content/pandas/pandas/tests/frame/methods/test_astype.py,# GH#19223 / GH#12425,gh  gh
/content/flask/tests/test_blueprints.py,# Setup endpoints for testing,setup endpoints for testing
/content/requests/tests/conftest.py,"# only commonName, no subjectAltName",only commonname no subjectaltname
/content/pandas/pandas/core/series.py,# using generators in effects the performance.,using generators in effects the performance
/content/pandas/pandas/io/json/_json.py,# coerce ints to 64,coerce ints to
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"# output is not a generic float, but corresponds to expected_dtype",output is not a generic float but corresponds to expecteddtype
/content/pandas/pandas/tests/arithmetic/conftest.py,# type: ignore[operator],type ignoreoperator
/content/pandas/pandas/io/pytables.py,# transpose the values so first dimension is last,transpose the values so first dimension is last
/content/requests/setup.py,# noqa: UP036,noqa up
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# conv write,conv write
/content/pandas/pandas/tests/indexes/timedeltas/test_constructors.py,#  raise as of GH#29794,raise as of gh
/content/pandas/pandas/core/arrays/datetimelike.py,# NB: override with cache_readonly in immutable subclasses,nb override with cachereadonly in immutable subclasses
/content/pandas/pandas/io/pytables.py,"# error: ""ExtensionArray"" has no attribute ""tz""",error extensionarray has no attribute tz
/content/pandas/pandas/core/arrays/datetimelike.py,# e.g. we passed PeriodIndex.values and got an ndarray of Periods,eg we passed periodindexvalues and got an ndarray of periods
/content/pandas/pandas/tests/indexes/test_common.py,# values[1] = np.nan below casts to True!,values  npnan below casts to true
/content/pandas/pandas/tests/arrays/sparse/test_arithmetics.py,# sparse & sparse,sparse  sparse
/content/pandas/pandas/tests/copy_view/test_methods.py,# modify df2 -> don't modify df,modify df  dont modify df
/content/pandas/pandas/tests/window/test_expanding.py,# not valid,not valid
/content/pandas/pandas/core/dtypes/dtypes.py,"# need ordered=None to ensure that operations specifying dtype=""category"" don't",need orderednone to ensure that operations specifying dtypecategory dont
/content/pandas/pandas/core/series.py,# noqa: E501,noqa e
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# test the round trip - to_csv -> read_csv,test the round trip  tocsv  readcsv
/content/pandas/pandas/tests/io/parser/test_na_values.py,# see gh-14203,see gh
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,# empty self,empty self
/content/pandas/pandas/core/dtypes/dtypes.py,# TypeError if we pass a nonsense tz;,typeerror if we pass a nonsense tz
/content/pandas/pandas/tests/groupby/methods/test_nth.py,"# GH 12839 nth, head, and tail should return same result consistently",gh  nth head and tail should return same result consistently
/content/pandas/pandas/tests/series/indexing/test_getitem.py,# higher reso,higher reso
/content/pandas/pandas/tests/arithmetic/test_string.py,# ensure operation is commutative,ensure operation is commutative
/content/pandas/pandas/tests/indexes/datetimelike_/test_sort_values.py,# for compatibility check,for compatibility check
